YEAR,TYPE,TITLE_EN,IMAGES/PDF,VIDEOS,AUDIO,TITLE_FR,ARTISTS,DESCRIPTION_EN,DESCRIPTION_FR,RECURRING_TITLE_EN,RECURRING_TITLE_FR,RECURRING_DESCRIPTION_EN,RECURRING_DESCRIPTION_FR,,COMMENTS
2013,EVENT,Prince of Arcade,/EVENTS/2013/Prince-of-Arcade,,,Prince of Arcade,"CRISTOFFER HEDBORG
BREAKFALL
BIGPANTS
ERLEND GREFSRUD
SOPHIE HOULDEN","Presented by the Mount-Royal Game Society, with the support of TAG, Hexagram, and IGDA/XL.

THE PRINCE OF ARCADE IS BACK – For the 4th year running, we're packing the Eastern Bloc with unreleased indie gems for a wild arcade party – One night only! From wildly competitive digital showdowns to machine-mediated meditation, the games appeal to both player and spectator alike in a dynamic reconfiguration of the art gallery. Come on out for a night of electronic fever-dreams!","Présenté par la Société ludique du Mont-Royal, avec l’appui de TAG, Hexagram et IGDA/XL.

LE PRINCE OF ARCADE EST DE RETOUR – Pour la 4ème année consécutive, on illumine Eastern Bloc aux lumières des jeux indépendants – Pour une soirée seulement! Comprenant des jeux compétitifs déchaînés côte à côte à des méditations numériques, les installations font appel aux joueurs comme aux spectateurs dans une reconfiguration dynamique de la galerie d’art. Soyez des nôtres pour une soirée de transcendance numérique multi-joueurs!",Prince of Arcade,Prince of Arcade,,,,
2013,EVENT,"Rioux, Sébastien ",/EVENTS/2013/,,,"Rioux, Sébastien ",Sébastien Rioux,"For several years now, Sébastien Roux has been working on the principle of translation: he utilizes preexisting artworks (visual, musical, literary) as scores for the realization of new sonic works (radiophonic or electroacoustic). After having visited the DIA foundation where artist Sol Lewitt’s ""Wall Drawings"" were being exhibited, Roux tried to imagine a system for “listening” to these drawings. The result of this research was Inevitable Music, a series of “sonic translations” of Lewitt’s works.

These electroacoustic pieces are meant to be heard in the context of a collective listening session.","Depuis plusieurs années, Sébastien Roux travaille sur le principe de la traduction : il utilise une œuvre préexistante (visuelle, musicale, littéraire) comme partition pour la réalisation d'une nouvelle œuvre sonore (radiophonique ou électroacoustique). Suite à une visite de la fondation DIA Beacon où des wall drawings de Sol Lewitt sont exposés, il a cherché à imaginer un système pour faire ""écouter"" ces dessins. Ses recherches ont donné naissance à Inevitable Music, une série de ""traductions sonores"" des œuvres de Lewitt.

Ces pièces électroacoustiques sont données à entendre sous la forme de séances d'écoute collectives.",,,,,,
2010,EVENT,RPM,/EVENT/2010/RPM,,,RPM,,,,,,,,,
2009,EVENT,Second Year Anniversary Party,/EVENTS/2009/2-year-ann,,,Fête de deuxième anniversaire,"PCP Saved My Life 
Alchymists 
Devil Eyes
Christophe Jordache
Yamantaka//Sonic Titan ",,,,,,,,
2009,EVENT,"Sister Suvi, Bird Names, Quiet Hooves, Coal Choir",x,,,"Sister Suvi, Bird Names, Quiet Hooves, Coal Choir","Sister Suvi
Bird Names
Quiet Hooves
Coal Choir 
T H O M A S",,,,,,,,
2010,EVENT,Soirée B,/EVENTS/2010/Soiree_B,,,Soirée B,"Kurt D’Haeseleer 
Sébastien Rioux","Ekumen, in partnership with Eastern Bloc and Réseaux, are happy to welcome Sébastien Roux – a pivotal figure in France’s electronic music scene – in presentation of new electroacoustic work created for a film by Kurt d’Haeseleer.

A world made of sighs, secrets and silent cries. Through a series of disjointed glimpses and extended shots, Kurt d’Haeseleer’s film presents the viewer with a glimpse into a nightmarish universe at the intersection of art and fiction.

 
A lonely figure.
Pushing forward.
Through suburbs, he moves around the peripheries of the city.
He has a headache.
(A malleable landscape. Deformed. It swallows him whole.)
He is haunted by (the memory of) a car accident.
He is tired. He dreams.
A crowd.
Ghosts frozen in a cityscape.
Drowned dancers
He is consumed by the mechanisms of a car wash station.","Ekumen, en partenariat avec le Eastern Bloc et Réseaux, invite Sébastien Roux, figure marquante de la musique électronique française à présenter ses nouvelles œuvres sur un film de Kurt d’Haeseleer. Un monde de soupirs, de secrets et de cris silencieux. À travers une succession de flashes distordus et de longs travellings, le film de Kurt d’Haeseleer présente un univers cauchemardesque, aux confins de l'art visuel et de la fiction.

 
un personnage isolé.
il roule.
il traverse des banlieues pavillonnaires, il voyage la nuit au milieu des zones périphériques de la ville.
il a mal à la tête.
(un paysage qui se plie. se déforme. et qui s'absorbe lui-même)
il est hanté par un accident de voiture.
il est fatigué. il rêve.
un groupe de personnes.
des fantômes gelés au milieu de la ville.
des danseurs noyés.
il est mangé par le rouleau d'une station de nettoyage pour voiture.

",,,,,,
2010,EVENT,"Spectacle Exquisite Du Crap Cathartique, Le",x,,,"Spectacle Exquisite Du Crap Cathartique, Le ",ROVER P MACHINERY (RPM),"Indulge in an evening of dazzle camouflage, sugar zeal, processed plastics, unhinged hysteria, catatonic toxic things that glow, sentimental sap, slop and trash. 

Consume epic proportions of nausea inducing fair food. Pogos, Coton Candy, and RPM's notorious Slush concoctions are sure to put the spin in your step. Tuck yourself into the peep corner for an intimate view of the best fresh baked goods this side of town has to offer. Let Madame Présage fortune teller to the stars traumatized you with your inevitable fated demise. Bring your inner excessive alter ego to the much more video dance floor. Cruise the carnie folk as they go about their BS business. RPM will service you to no end. Exploit the naive. Con the willing. Puke in a bucket. Too much is not enough. 

""Le SpectacleExquisiteduCrapCathartique"", a video and performance installation; serves as a framework through which to toy with questions of how we perform queerness, insider/outsider status and identity, navigate and create space, and communicate through sub-text, code and hyperbole. 

Adamantly coddling the cockles of pop music, vapid culture, excessive overindulgence, and eager earnest sentimentality, RPM chooses its own adventure while reading between the lines of popular culture; poking at PC, posturing as a fake out-psyche out, and bringing it on, taking it on, adding it on, no holds barred, in order to scramble social signals and reveal ambiguous readings of fabricated liminal spaces. ",,,,,,,
2013,EVENT,Spoken Screen,x,"https://player.vimeo.com/video/81614909
https://player.vimeo.com/video/84678040
https://player.vimeo.com/video/84795179
",,Sortir de l'écran,"Nathalie Bujold
L E M M
Helena Martin Franco","Agence TOPO presents a new edition of its new media performance series ""Sortir de l’écran / Spoken Screen"" with Montreal artists L E M M, Helena Martin Franco and Nathalie Bujold. Sortir de l’écran / Spoken Screen presents a program of new media works that offer a narrative and performative dimension as well as a focus on visual, sonic and textual research, both on-screen and off.

Video artist L E M M proposes Graphite, an amplified drawing performance. With the help of a video capture and projection device, small hand-drawn and sonified actions animate the screen. The interplay of different scales transforms the performer into the principle agent of his own drawing, thus creating an unusual dialogue between the artist, the projection and the public. Active in the fields of video and performance arts, L E M M has developed a hybrid practice combining new media arts, plastic arts and performance.

Helena Martin Franco continues the evening with her installation-performance ""Le show de la femme éléphant : un coït multiculturel"". Following up on previous explorations and web performances, ""There is an Elephant in the room / Parlons de l'éléphant"", the artist deals with issues such as perceptions of femininity through the personality of an imaginary elephant woman. Based in Montreal since 1998, this Columbian artist explores hybridization as well as the dialogue between photography, video, performance, installation and cyberspace. For this performance she will be accompanied by Chantal Dumas on sound design.

To close off the evening, Agence TOPO will launch the web site ""Hourra pour la pitoune!"", by artist Nathalie Bujold, which adds a dose of the rustic and vernacular to new technologies. A digital echo to her exhibit En Wing en Hein that was presented in several artist centres throughout Quebec, the artist proposes a playful website based on the staging of folk objects and animations using words from the Québécois language.

Agence TOPO is a Montreal-based artist centre dedicated to the creation, diffusion and distribution of multimedia works exploring new narratives as well as interdisciplinary and intercultural crossings. Presented in collaboration with Agence TOPO.","L’Agence TOPO présente une nouvelle édition de sa série de performances médiatiques Sortir de l’écran / Spoken Screen.

Au programme, le vidéaste L E M M propose Graphite, une performance de dessin amplifié. À travers un dispositif de captation et de projection, les petites actions dessinées et sonorisées par l’artiste animent l’écran. Le jeu d’échelle fait ainsi du performeur l’acteur principal de son propre dessin, créant ainsi un dialogue inusité entre l’artiste, la projection et le public. Actif dans les milieux de la vidéo et des arts de la scène L E M M développe une pratique hybride combinant les arts médiatiques, les arts plastiques et la performance.

Helena Martin Franco poursuit la soirée avec son installation-performance Le show de la femme éléphant : un coït multiculturel. Faisant suite à ses précédentes explorations et performances web, There is an Elephant in the room / Parlons de l’éléphant, l’artiste aborde ici des enjeux tels les perceptions de la féminité à travers la personnalité d’une femme éléphant imaginaire. À Montréal depuis 1998, cette artiste d’origine colombienne explore le métissage et le dialogue entre la photographie, la vidéo, la performance, l’installation et le cyberespace. Pour cette performance elle sera accompagnée à la conception sonore de Chantal Dumas.

Pour clore cette soirée, l’Agence TOPO lance le site web Hourra pour la pitoune !, de l’artiste Nathalie Bujold, qui intègre aux nouvelles technologies une dose de rustique et de vernaculaire. En écho numérique à son exposition En Wing en Hein présentée dans plusieurs centres d’artistes au Québec, l’artiste propose un site ludique basé sur des mises en scène d’objets folkloriques et des animations utilisant des mots de la langue québécoise.",Spoken Screen,Sortir de l'écran,,,,
2015,EVENT,Spoken Screen: Ripaliper,x,,,Sortir de l'écran: Ripaliper,Steve Heimbecker,"Agence TOPO presents another edition of its Sortir de l'écran / Spoken Screen series with RIPALIPER, a new performance from sound artist and composer Steve Heimbecker.

Since 2008, Heimbecker has written nearly 2000 cards comprised of word plays, puns and neologisms pertaining to daily events and the changing paradigms of artistic life. RIPALIPER proposes to remix the most recent of these statements translated into soundtracks by software that transcribes letters into sounds.

RIPALIPER is a performance where the hand-written notes are projected on the 3 large-scale video screens asynchronously to allow free associations of words, images and sounds, while a multi-channel soundtrack is mixed live in a quadraphonic environment. Since the early 1980’s Steve Heimbecker has been creating artwork for multi-channel sound systems, multi-channel data representation, audio performance, installation, large-scale sculpture, video montage, and fine arts in general. He lives and works in Sherbrooke, or in situ during various artist residencies or commissions.
Agence TOPO has provided support to create this project by Steve Heimbecker with the collaboration of MaxMSP programmer Etienne Grenier.","Agence TOPO présente une nouvelle édition de sa série Sortir de l'écran / Spoken Screen avec RIPALIPER, une performance inédite de l’artiste sonore et compositeur Steve Heimbecker.

Depuis 2008, Heimbecker a rédigé près de 2000 jeux de mots, calembours et néologismes évoquant le quotidien et les changements de paradigmes de la vie artistique. RIPALIPER propose de remixer les plus récents de ces écrits qui sont traduits en trames sonores par un logiciel permettant de transcrire les lettres en sons.

RIPALIPER montre à voir les cartes originales sur trois écrans géants, les projections asynchrones permettant l’association libre des mots, des images et des sons, alors que l’artiste mixe en direct les trames sonores multicanaux dans un environnement quadriphonique. Depuis le début des années 1980, Steve Heimbecker a créé des œuvres pour systèmes sonores multicanaux, des représentations de données multicanaux, des performances audio, des installations, des sculptures de grandes dimensions, des vidéos et des œuvres artistiques diverses. Il vit et travaille à Sherbrooke ou de manière in situ lors de résidences ou de commandes d’œuvres.
Agence TOPO a soutenu la création de ce projet de Steve Heimbecker qui a collaboré avec Étienne Grenier, programmeur MaxMSP.
",,,,,,
2018,EVENT,Suoni Per Il Popolo,x,,,Suoni Per Il Popolo,"JASON SHARP 
ADAM BASANTA
CHRISTIAN CARRIÈRE
MARTÍN RODRÍGUEZ
",,,Suoni Per Il Popolo,Suoni Per Il Popolo,,,,
2018,EVENT,Synthèse Montréal Résidency,x,,,Synthèse Montréal Résidence,,"Synthèse Montréal's goal is to program a wide variety of events that showcase all the facets of sound synthesis – from building workshops, tutorials and workshops, concerts, synth petting zoos, and masterclasses.  The aim is to bring together Montréal’s community of synthesists – from those just starting out to seasoned veterans – and offer a forum to share their love of sound, help develop their understanding and technique and open doors to communication and collaboration between individuals.

 

The theme of this edition is Quadraphonic. Many fantastic pieces of early electronic synthesis were composed and recorded for four-channel sound, but for most listeners this type of spatial experience is simply not practical. While the techniques of surround sound have evolved and changed over the years, a quadraphonic sound set-up remains a relatively simple and impressive introduction to multi-channel listening.  With several evenings devoted to both recorded and live quadraphonic musical performances, we hope to give those who have never experienced the technique a chance to explore what it has to offer.

","L’objectif de Synthèse Montréal est de mettre au programme une grande variété d’événements qui présentent toutes les facettes de la synthèse sonore : des ateliers de construction, des tutoriels et des expositions, des concerts et des classes de maître. Il est également notre espoir de rassembler la communauté de Montréal, débutants et experts, et d’offrir un forum pour partager leur amour du son, de développer leur compréhension et leur technique, d’ouvrir les canaux de communication et d’encourager la collaboration.

 

Le thème de cette édition est la quadriphonie. De nombreuses pièces fantastiques de synthèse électronique anciennes ont été composées et enregistrées pour quatre canaux, mais ce type d’expérience spatiale n’est tout simplement pas à la portée de la plupart des mélomanes. Alors que les techniques de son ambiophonique (surround) ont évolué et changé au fil des ans, une configuration sonore quadriphonique reste une introduction relativement simple, mais impressionnante à l’écoute multicanal. Avec plusieurs soirées consacrées aux performances quadriphoniques, enregistrées et en direct, nous espérons permettre à tous ceux qui n’ont jamais eu la chance d’apprécier et d’explorer cette technique sonore.",,,,,,
2013,EVENT,Telematic Event,x,,,Expérimentation télématique,"JOE SANNICANDRO
ANDREA JANE CORNELL
SILVANO MERCANO
ESTHER B.
ALYSSA ASKA
SIMON FAY
BRIAN GARBET
CHRISTOPHER HAWORTH","Eastern Bloc Lab invites its members and community to a networked musical performance, alternately called telematic music on Monday November 25th. The event will include real time performances by Montreal musicians Joe Sannicandro, Andrea Jane Cornell, Silvano Mercano and Esther B. and the students of Dr. Christopher Haworth’s telemusic course from the University of Calgary’s department of music. Together, through improvisation and experiment, they will interpret a graphic composition by connecting two geographically distant locations in a single space-time création.

The center’s event is the first of its kind to showcase a telemusical expérience. The aim is to explore the possibilities and potential telepresence technology gives us, as an instrument and vehicle for ideas. The performers and public alike are encouraged to tune into the features offered by this medium, such as delay effects and variations in sound résolution. The strengths and weaknesses of the system are equal créative components in the exercise. It is about experiencing presentness from different perspectives while taking into account the constant state of renewal that occurs in the exchange between digital sound space perception and our perception of the immediate environment. Investing in these sound scapes is about observing how they superpimpose and interlace.","Le Lab d’Eastern Bloc convie ses membres et sa communauté lundi le 25 novembre à assister à une performance musicale en réseau, aussi appelée télémusique et musique télématique. À cette occasion, les musiciens montréalais invités, Joe Sannicandro, Andrea Jane Cornell, Silvano Mercano et Esther B. performeront en temps réel avec les étudiants du Dr Christopher Haworth, de la classe de télémusique du département de musique de l’Université de Calgary. Basée sur des jeux d’improvisation, ils interprèteront ensemble une partition graphique en réunissant deux lieux géographiquement éloignés dans un même espace-temps de création.

Le centre présente en première une expérience de télémusique dans l’optique d’explorer les possibilités et le potentiel qu’offre la technologie de la téléprésence en tant qu’instrument et véhicule d’idées. Les performeurs et le public sont appelés à porter une attention particulière aux caractéristiques offertes par de ce médium, telles que les effets de délais et les variations de résolutions sonores. Ainsi les forces et les faiblesses du système deviennent des composantes à part égales. Il s’agit de ressentir l’instant présent sous différentes perspectives, en tenant compte qu’il se renouvelle constamment en aller-retour, entre la perception de l’espace sonore numérique et celui du lieu immédiat. Investir ces espaces sonores c’est aussi observer leur superposition et leur entrelacement.",,,,,,
2016,EVENT,Time to Act,/EVENTS/2016/Time_To_Act,,,Time to Act,,,,,,,,,
2016,EVENT,Tombo-Lab,/EVENTS/2016/Tombo_Lab ,,,Tombo-Lab,"CAMILO PARRA
ANDREW KITTREDGE
EMILIE MOUCHOUS
THOMAS DUPOUY
DATA SLUM
AILIE ROBERTSON
HAZY MONTAGNE MYSTIQUE
ECHO BEACH
DANIEL ÁÑEZ
","Eastern Bloc Tombo-Lab Holiday Fiesta !

After a year of expanding and improving our Lab, the Lab members are throwing a Tombo-Lab Holiday Fiesta to celebrate all that has been accomplished. We will kick off the event with our first DATA : SALON of the year (the 29th in an ongoing series),  followed by a concert of sound performances as well as a raffle (tombola). 

Looking to provide a stimulating and engaging atmosphere, the more than twenty Lab members are throwing a party to raise funds to help buy much needed tools and make improvements to the space in order to continue offering exciting programs to our community.
","Eastern Bloc Tombo-Lab Holiday Fiesta !

Après plus d’un an de travail, les membres du Lab d’Eastern Bloc vous invitent à célébrer le temps de fêtes avec la Tombo-Lab Holiday Fiesta conjuguant présentation de travaux d’artistes en cours et tombola sur fond de performances sonores. Le LAB d’Eastern Bloc fête sa croissance et ses derniers succès : les ateliers sur le VHS “glitch” analogue, le langage de programmation Python et la fabrication de PCB ainsi que l’émission mensuelle « PirateBlocRadio » diffusée chaque jeudi du mois de 20 h à 21 h sur les ondes de CKUT.

Soucieux de toujours proposer à la communauté une atmosphère de travail stimulante, les fonds amassés permettront au Lab de s’équiper de nouveaux outils et de poursuivre l’aménagement de l’espace en constante ébullition. 
",,,,,,
2017,EVENT,Tombola Party,x,,,Tombola Party,"LUCAS PARIS
SIMON CHIOINI
PHILIPPE VANDAL
GABRIEL LEDOUX
ANDRES SALAS
PATRICK MCMASTER
ANETTE ZENITH
MYRIAM BOUCHER
VIEUX NÉANT
||\||\
GAMBLETRON
JOHNNY FOREVER
BATHIO DJ SET","10 years supporting emerging artists in Montreal! 
Eastern Bloc is throwing a Tombola Party to kick the celebrations of its 10 year anniversary on December 15th. Come and celebrate with us 10 years supporting emerging artists in Montreal.

The event will oscillate between sound performances by local artists and gambling sessions where you can win a bunch of prizes that will make your end of year even better! We are super grateful to the people and organizations who have supported Eastern Bloc in the past 10 years. ","10 années de soutien aux artistes émergents en art numérique à Montréal !
Eastern Bloc lancera le 15 décembre prochain, une Tombola Party pour célébrer ses 10 années d’existence. Vous êtes chaleureusement invités à cet événement qui soulignera le soutien accordé aux artistes ces dernières années et celui à venir.

Des performances sonores par de talentueux artistes locaux, viendront s’ajouter à une Tombola où vous pourrez gagner de nombreux prix  pour rendre votre fin d’année encore plus agréable. Nous sommes très reconnaissants envers les personnes et organisations qui ont soutenu Eastern Bloc tout au long de ces 10 années.

",,,,,,
2016,EVENT,"Transformables V.102, Les",x,,,Les Transformables V.102,"ALEXANDRE ST-ONGE
ANNE-F. JACQUES
HERMAN KOLGEN
LEYLA MAJERI & KATHERINE KLINE
NIKKI FORREST
PETER FLEMMING
STEVE BATES
BILL CLINTWOOD
Eric Mattson
","Les Transformables v.102 seeks to present media artworks, kinetic and sound installations, as well as audiovisual performances shown in parallel to the installation works.
 
The works presented share a hybridity of artistic disciplines and technological mediums, be they digital or analog. They all exhibit a transformation of natural phenomena into composition by means of tools and techniques, which have been diverted from their original usage. Another common denominator to the works shown is the use of direct action, a performative act made by the artist within the framework of an installation he or she created. The works were thus conceived to serve multiple purposes. 

The invited artists were selected based on the excellence of their artistic output and because their works raise important questions concerning digital art and science. The presenting artists work in various disciplines within the media art sector. They draw on technology and, at times, scientific means to pervert their creative process. 
","Les Transformables v.102 vise à la présentation d’installations d’arts médiatiques, cinétiques et sonores et de performances et de spectacles audiovisuels dans le cadre de ces installations.

Les œuvres présentées ont comme dénominateur commun le passage entre diverses disciplines et technologies soit numériques, soit analogiques, et la traduction de phénomènes en composition par le biais d’outils détournés de leurs usages traditionnels. L’autre dénominateur commun à ces productions est l’action en direct, la performance délivrée par l’artiste au sein d’une installation qu’il a créée. L’œuvre est ainsi conçue afin de pouvoir servir plusieurs fonctions.
Les artistes invités ont été choisis pour l’excellence de leurs propositions et pour leurs interrogations sur les arts numériques et sur les sciences que leurs productions impliquent. Ils oeuvrent dans diverses disciplines artistiques dont les arts médiatiques. Ils puisent dans les technologies et parfois dans les sciences pour altérer les processus.

",,,,,,
2013,EVENT,Translations ,/EVENTS/2013/Translations ,,,Translations,HP Process,"“Translations” is an audiovisual performance where sounds and images are produced in real time in a synaesthetic and hallucinatory logic.

It is a dive into the vibrations of speed and the temporal and spatial diffractions produced by travel, transfers, routes, connections, translations. From films made during journeys and a list of destinations, travel time, travel distance and means of transport, hp process built in real time an infinite travelling shot that explores the variations and visual distortions generated by speed. It is a crossing in the vibratory field of the video and the sound which unfolds from a hybridization between voice, text and electronic sounds, to go to an hypnotic noise densification.
","“Translations” is an audiovisual performance where sounds and images are produced in real time in a synaesthetic and hallucinatory logic.

It is a dive into the vibrations of speed and the temporal and spatial diffractions produced by travel, transfers, routes, connections, translations. From films made during journeys and a list of destinations, travel time, travel distance and means of transport, hp process built in real time an infinite travelling shot that explores the variations and visual distortions generated by speed. It is a crossing in the vibratory field of the video and the sound which unfolds from a hybridization between voice, text and electronic sounds, to go to an hypnotic noise densification.
",,,,,,
2010,EVENT,Videoformes,x,,,Videoformes,,,,,,,,,
2009,EVENT,Voices of Indigenous Women,/EVENTS/2009/Voices-Indigenous,,,Voix des Femmes Autochtones,"Auresia
Banana & the Flying Colors 
Chandra Melting Tallow 
Annabelle Chvostek 
Melissa Mollen Dupuis 
Odaya 
Molly Sweeney 
Teen Sleuth & the Freed Cyborg Choir 
Rachna Vohra ","Come to a fundraising concert and silent auction featuring local woman artists.
This event is taking place in support of the ""Justice for Missing and Murdered Indigenous Women"" campaign, in conjunction with International Women's Day.
 
""Voices for Indigenous Women"" is an artistic event taking place in conjunction with International Women's Day, in order to raise awareness about violence against indigenous women. Join a talented ensemble of local female artisans and musicians for an evening of beautiful art and music, to help raise money for a cause that is integral to each and everyone of us, as inhabitants of this land.
 
All proceeds from this show at Eastern Bloc on March 6th will go towards funding a lecture (March 16) by Beverley Jacobs, president of the Native Women's Association of Canada, as well as a panel presentation featuring Jacobs, Ellen Gabriel of Quebec Native Women, and 3 women from the Kitigan Zibi reserve who have lost mothers and daughters (March 17). These events will explore the root causes of violence towards indigenous women in Canada and pressure our government to investigate the disappearance of at least 510 native women since 1980. Information concerning the speaking events will be available at the fundraiser concert on March 6th at the Eastern Bloc.
 ",,,,,,,
2010,EVENT,Waterlogged,/EVENTS/2010/Waterlogged ,,,Waterlogged,"Choco Beets
Dirtyboots
DJ Fiberglasspants
DJ Otherpeoplesmusic
Amber Goodwyn
Tyler Megarry
Razor Edge
Tasman Richardson
Skeeter
Carl W. Heindl
Anita Schoepp ",Second special event in Eastern Bloc’s 3-year anniversary series. Guest curators: Jackson Deschamps & Anita Schoepp,"Deuxième événement spécial de la série des évènements fêtant les 3 ans d’Eastern Bloc. Commissaires invités: Jackson Deschamps et Anita Schoepp.

Maintenant que l’été s’achève, on commence à sentir la pression du possible. Il est temps de prendre des décisions, d’établir un plan pour l’avenir. Au courant de ces derniers mois, on s’est laissé à l’abandon afin de vraiment apprécier l’environnement paisible de l’été et, sans doute, faire face à sa chaleur engourdissante. L’eau, maintes fois, faisant partir des activités estivales principales.
 
Éventuellement, les choses changent ; c’est difficile d’accepter la fin de l’été. On sent une nécessité d’agir de façon responsable autant qu’on a le désir de se laisser aller une dernière fois. On ne veut surtout pas que la saison se termine. Peut-être que le corps craint la froideur de l’hiver. On se prélasse, donc, dans le soleil, au bord d’une piscine, avec amis et boisson ; ce sont les armes de prédilection. Le corps est devenu si saturé par les plaisirs de l’été que c’est impossible de comprendre comment on pourra revenir à la vie de tous les jours. La densité de la chaleur, de l’eau, des éléments emporte. Maintenant qu’il est temps de reprendre le contrôle, on est accablé par un désir collectif de faire la fête.
 
Pour faire face à cette transition, nous vous présentons WATERLOGGED : une exposition de fin de saison de vidéos, de photos, d’installations et de performances audio. Nous secouons l’eau et nous marchons vers de nouvelles aventures.
 
UN DERNIER ÉTÉ. UNE DERNIÈRE NAGE.
 ",,,,,,
2008,EVENT,Wet Nose Hero,/EVENTS/2008/Wet-Nose-Hero,,,Wet Nose Hero,"Willow Ruther Ford 
Wet Nose Hero ",,,,,,,,
