YEAR;TYPE;TITLE_EN;IMAGES/PDF;VIDEOS;AUDIO;TITLE_FR;ARTISTS;DESCRIPTION_EN;DESCRIPTION_FR;AUTRE MÉDIA;RECURRING_TITLE_EN;RECURRING_TITLE_FR;RECURRING_DESCRIPTION_EN;RECURRING_DESCRIPTION_FR;;COMMENTS
2016;EXHIBIT;Music Concretely;x;;;Musique Concrètement, La ;"MARTIN TÉTREAULT
ERICK D'ORION
MARTÍN RODRÍGUEZ";"Full sonic exploration at EASTERN BLOC on October 17th with Martín Rodríguez, the duo of Érick d'Orion and Martin Tétreault, and a look at the Wave Field Synthesis system developed at EMPAC.

1948 (2016) - Martin Tétreault & Erick d'Orion
This project is a tribute to the ""old electronic music."" In 1948, Pierre Schaeffer, leader of a small team within the Radiodiffusion française, invented a form of artistic expression that he named ""musique concrète"". Several artists / researchers explored before him ideas involving sound or noises as material within the requirements of the composition. However, none of them had the idea to use the recording to create an art of sounds fixed.  Amalgam of sound impressions transformed quotes and modified signals - 1948 is the result of improvisations about musique concrète.

Radio Therapy (2015) - Martin Rodriguez
The fog of chemo and numbness of radiation. The brain surgery. Paralysis. The seizure that exposed it all. The sterile sounds of the hospital. One must find a way to heal. Radio Therapy expresses these sentiments by transforming the brutal sounds of Rodriguez's MRI into a meditation on the healing process of his recovery from a cancerous brain tumor, creating both a soothing and battling ambiance of recovery & remission. Radio Therapy is produced by harnessing radio frequencies alongside a transmission of Rodriguez's MRI brain scan through a transducer that is attached to a standalone guitar. The transducer forces the whole body of the guitar to vibrate. The resulting sound is a blend of musical notes, and scanned AM radio frequencies resonating through the body of the guitar and passing through a chain of manipulated sound effects. The artist wishes to thanks the Conseil des arts et des lettres du Québec for its support to this project.";"Exploration sonore tous azimuts chez Eastern Bloc le 17 octobre avec Martín Rodríguez, un duo formé d'Érick d'Orion et Martin Tétreault, et une démonstration d'immersion 3D avec le système de Wave Field Synthesis développé chez EMPAC.

1948 (2016) -Martin Tétreault & Erick d'Orion
Ce projet est un hommage à la « vieille musique électronique ». En 1948, Pierre Schaeffer, animateur d'une petite équipe de recherche au sein de la Radiodiffusion française, invente une forme d’expression artistique qu’il nommera « musique concrète ». Plusieurs artistes/chercheurs ont exploré avant lui des idées mettant en jeu le son ou les bruits comme matériaux relevant des exigences de la composition. Cependant, aucun d’entre eux n’a l’idée d’utiliser l’enregistrement afin de créer un véritable art des sons fixés. Amalgame d’empreintes sonores, citations transformées et signaux modifiés, 1948 est le résultat d’improvisations exploitant la musique concrète.

Radio Therapy (2015) -Martin Rodriguez
Le brouillard de la chimio et l'engourdissement des radiations. La chirurgie au cerveau. Paralysie. La crise qui a dévoilé le problème. La stérilité sonore de l'hôpital. Trouver le moyen de guérir. Radio Therapy exprime ces moments en transformant les sons bruts de l'imagerie par résonance magnétique de Rodríguez en une méditation sur le processus de la guérison, suite au retrait d'une tumeur cancéreuse au cerveau, créant une ambiance de récupération et de rémission. L'œuvre est produite en transformant les impulsions produites par l'IRM du cerveau de l'artiste en fréquences radio en utilisant un tranducteur relié à une guitare. Cette dernière vibre et produit une musique qui se mêle à des fréquences AM traversant le corps de l'instrument. L'artiste remercie le Conseil des arts et des lettres du Québec pour son appui à ce projet.



";;;;;;;
2017;EXHIBIT;Dead Web, The;/EXHIBITS/2017/The_Dead_Web;;;La Fin;"FRÉDÉRIQUE LALIBERTÉ
GRÉGORY CHATONSKY & DOMINIQUE SIROIS
JULIEN BOILY
JULIE TREMBLE
PROJET EVA (SIMON LAROCHE & ETIENNE GRENIER)";"""Will the internet end soon?""
It is with this question that Eastern Bloc will begin 2017 with an exhibition on the possibility of the collapse of the World Wide Web. With five works, this exhibition, which takes place from January 19th to February 15th, proposes to engage the public in a reflection on a sort of “web after-world.”

This idea of ​​a general collapse of the network - in 2023 - sprang up at a scientific symposium organized in 2015 by the British Royal Society on the ""Capacity Crunch"" of the Internet. Following publication of this news, Nathalie Bachand, curator of the exhibition, wished to gather artistic proposals to imagine this post-web era and to question how to occupy this hypothetically suspended space.

How will power structures, at once dematerialized and delocalized, manifest themselves on economic and political levels if the network is disconnected? But also, what is possible to do or say in the meantime?
The artists Frédérique Laliberté and her Web project Infinitisme.com Forever A Prototype; Grégory Chatonsky and Dominique Sirois and their installation Extinct Memories III; Julien Boily and his work Memento Vastum; Julie Tremble and her animation 3D BPM 37093; and finally the duo Projet EVA (Simon Laroche and Etienne Grenier) with their installation The Object of the Internet will try to initiate this reflection. ";"« La fin d’internet serait-elle pour bientôt ? »
C’est avec cette question et une exposition portant sur la possibilité d’un effondrement du World Wide Web qu’Eastern Bloc débutera l’année 2017. Rassemblant cinq œuvres, cette exposition, qui a lieu du 19 janvier au 15 février, propose d’engager le public dans une réflexion sur une forme d’après-monde du web.

Cette idée d’un effondrement général du réseau – dès 2023 – a été évoquée lors d’un symposium scientifique organisé en 2015 par la Royal Society britannique sur le « Capacity Crunch» (crise de capacité) d’internet. C’est suite à la publication de cette nouvelle dans les médias que Nathalie Bachand, commissaire de l’exposition, a souhaité rassembler des propositions artistiques visant à imaginer cette ère post-web et à se questionner sur la façon d’occuper cet espace hypothétiquement en sursis.


Quelle forme l’expression, à la fois dématérialisée et délocalisée, du pouvoir – économique et par défaut politique – prendrait-elle si la machine se trouvait débranchée ? Mais aussi, qu’est-il possible de faire ou de dire en attendant ?
Les artistes Frédérique Laliberté et son projet Web Infinitisme.com Forever A Prototype; Grégory Chatonsky et Dominique Sirois et leur installation Mémoires Éteintes III; Julien Boily et son tableau Memento Vastum; Julie Tremble et son animation 3D BPM 37093; et enfin le duo Projet EVA (Simon Laroche et Etienne Grenier) avec leur installation L’Objet de l’Internet proposent d’entamer cette réflexion. ";;;;;;;
2017;EXHIBIT;Four Hundred : IMCA Undergraduate Exhibit;/EXHIBITS/2017/Four_Hundred_IMCA_499;;;Four Hundred : Exposition du premier cycle d'IMCA;"Andrée Ann Cossette
Ben Compton
Blake Gilley
Blue Hour Endeavours
Hugo Bernier
Jack Zeppetelli 
Marie Ségolène
Marlon Kroll
Matthier Vanier
Nader Niakian
Rojin Shafiei
Roxa Hy
Ruth Webber-Juggoo
Sarah Choi
Will Stafford-Coyte";"Concordia University’s Intermedia/Cyberarts graduating students present Four Hundred, a three day gallery show and event series taking place at Eastern Bloc : performance, video, VR, video game, installation, projection, photo, electronic arts.

The Intermedia/Cyberarts program [IMCA] combines media arts, new technologies and interdisciplinary practices: working with video art, electronic art, programming and performance.
";"Les finissants du programme d'Intermedia/Cyberarts (IMCA) de l’Université Concordia présentent Four Hundred, une exposition de trois jours présentée au Eastern Bloc accompagnée d’une série d'évènements complémentaires : performances, vidéo, VR, jeux vidéo, installation, projection, photo, arts numériques.

Le programme Intermedia/Cyberarts intègre les arts médiatiques, les nouvelles technologies ainsi que les pratiques interdisciplinaires: travaillant l'art vidéo, les arts électroniques, la programmation et la performance.
";;;;;;;
2017;EXHIBIT;Neuromimes;x;;;"Neuromimes
";Peter Flemming;"The neuromime is an open source electronic model of a biological nerve cell. Networks of neuromimes can be interconnected to create site-responsive electro-physical artworks. As muscles in a body physically articulate neurological function through gesture and voice, the behaviour of the network is expressed through pulsing patterns of sound, light, and motion.
 The neuromime was designed by artist Norman White and presented at the Grounding Open Source Hardware summit (Banff, 2009). In 2015, it was released as an open-source hardware project by artist Peter Flemming and computer scientist Stephen Kelly. Neuromimes:

* critically examine the omnipresence of software neural networks by extracting certain of their properties, rendering them physical and therefore available for contemplation
* propose that complex and provocative digital artworks can be made without computers (you just needs lots of neuromimes) and that algorithms can be embedded physically in objects as well as software
* explore the history of computation, referring back to early hardware neural nets, like the perceptron
* bridge art and science
";;;;;;;;
2018;EXHIBIT;Altered States : IMCA Undergraduate Exhibit;/EXHIBITS/2018/Altered _Spaces_IMCA_499;;;Altered States : Exposition du premier cycle d'IMCA;"Amy Colpitts
June Crawford
Alexis Gagnon
Philip Gagnon
Anna Grigorian
Miroslaw Gwiazda
Dougy Hérard
David Howlett
Zoé Jacole
Hadi Jamali
Mat Janson Blanchet
Diana Lazzaro
Kathy Lewis
Beric Manywounds
Émilie Mcdonald-Corbin
Mary Mcnee
PHOEBE MIEXZNIKOWSKY
Lesya Nakoneczny
Nic Saulnier
Adriana Smith
Nick Walker
";"Whether it’s a dream or a trance, in an altered state you are able to access
something other than your conventional reality. It could be induced by adrenaline, hypnosis, drugs, the internet, a ritual, a death in the family, or an epiphany. An altered state applies equally to the mind as it does to the body. It speaks
to physical transformations, metamorphoses, chemical reactions, and other
processes of change. It is a process of enacting change. As a verb, it means
the potential to shift the structures, systems, and institutions that shape our
world. We attempt to transcend by any means necessary. Enjoy the trip.";;;;;;;;
2018;EXHIBIT;Amplification;x;;;Amplification;"Erin Gee
Darsha Hewitt
Sofian Audry
Craig Fahner
Matthew Waddell
Adam Basanta
Jennifer Chan
Sabrina Ratté
Roger Tellier-Craig
Erin Sexton";"""Amplification"", in its figurative and literal sense, is the act of making something more marked or enhanced, on the one hand, and the process of increasing the amplitude of an electrical signal, on the other. Amplification of both artists’ careers and art practices is what Eastern Bloc strives towards in its programming. It is what prompted the centre to curate a retrospective exhibit featuring the work of artists with whom we have closely collaborated over the past ten years, who are not so emerging anymore, but who inspire us to continue amplifying the work of younger, more emerging artists.

The artists exhibited in ""Amplification"" form an important part of the digital arts landscape in Canada. Many of them exhibited in group or solo shows for the first time at Eastern Bloc, while others were presented by the centre at a formative stage in their career. They have all, over the past decade, developed a strong bond with the centre and have contributed to strengthening and ""amplifying"" the community of Canadian and international digital artists.";"Si le mot « Amplification » - d’un point de vue littéral et figuratif - est le fait d’accroître l’étendue d’une chose, de la rendre plus importante, ce même mot sous l’angle technique équivaut à augmenter l’amplitude d’un signal électrique. Ainsi Eastern Bloc remplit ces deux fonctions au sein de sa programmation : en « amplifiant » à la fois les pratiques et les carrières artistiques. C’est d’ailleurs ce qui a amené le centre à commissarier une exposition rétrospective mettant en vedette le travail d’artistes avec lesquels nous avons étroitement collaboré au cours de ces dix dernières années, et qui ont fabuleusement transcendé le statut d’artiste émergent tout en nous encourageant à poursuivre « l’amplification » d’artiste moins expérimentés.

Les artistes que nous avons choisi de mettre en avant dans l’exposition « Amplification », forment à eux seuls une part importante du paysage en art numérique du Canada. La majorité d’entre eux ont débuté leur carrière dans l’enceinte de Eastern Bloc en exposant pour la première fois leur travail en solo ou en groupe au public. Pour les autres, ils ont été soutenus à un moment clé et formateur dans l’évolution de leur pratique. Les liens avec l’organisme se sont consolidés et  ont contribué à renforcer et « amplifier » la communauté d’artistes numériques au Canada et à l’international.";;;;;;;
2018;EXHIBIT;anyWare;x;;;anyWare;"Jane Tingley
Cindy Poremba
Marius Kintel
";"The inaugural exhibition on June 30th, 2018, of anyWare will connect three Canadian galleries; Artengine (Ottawa), Eastern Bloc (Montréal), and Electric Perfume (Toronto).
anyWare is an Internet of Things distributed sculpture comprised of three identical objects that are individually connected to the Internet and physically mirror each other.

The anyWare sculptures are art objects that telematically connect three different locations in the world and enable distal physical communication.  The objects simultaneously respond to people who interact directly with them, as well as allow them to interact with each other through the sculptures. Structuring these interactions are a number of games and puzzles for people to play/solve, either individually or collaboratively. The objects transform in the experience of exploration (either with one person or potentially with many people) and in so doing reveal different levels of interactivity and aesthetic experience.";"L’exposition inaugurale d’anyWare, le 30 juin 2018, connectera trois galeries canadiennes : Artengine (Ottawa), Eastern Bloc (Montréal), et Electric Perfume (Toronto).
anyWare est une sculpture distribuée de l’Internet des Objets composée de trois objets identiques connectées individuellement à l’Internet, se reflètant physiquement entre eux.

Les sculptures anyWare sont des objets d’art qui relient de façon télématique trois différents lieux dans le monde et permettent la communication physique distal. Les objets répondent aux gens qui interagissent directement avec eux et simultanément les laissent interagir entre eux au travers des sculptures. Les interactions sont structurées comme des jeux et énigmes qui doivent être joués ou résolus, individuellement ou collectivement. Les objets se transforment en les explorant (soit par une personne ou plusieurs potentiellement) et ce faisant, révèlent et offrent différents niveaux d’interactivité et d’expérience esthétique.";;;;;;;
2018;EXHIBIT;Contamination Est (Ici) Positive, La ;x;;;Contamination Est (Ici) Positive, La;"ALEXANDRE BURTON
ALEXANDRE ST-ONGE
ANDRÉ ÉRIC LÉTOURNEAU
ÉMILIE PAYEUR
FÉLIX-ANTOINE MORIN
LINE KATCHO
NIKKI FORREST
MARC-ALEXANDRE REINHARDT
PATRICE COULOMBE
PIERRE-YVES MARTEL";"The Contamination is (here) Positive is an exhibition of sound works. A Contaminating Machine has been programmed. It allows the diffusion in 4 main places of the gallery of different compositions in their entirety. This machine also allows the listening of the contamination between these compositions, a contamination which exists normally, here reinforced and positively increased thanks to the software developed by Alexandre Burton (Artificiel). Detailed schedules of the works playing in each space are displayed in each room.

The Contamination is (here) Positive, in numbers :

Ten composers, one programmer, ten compositions of +/- 15 mn in 4 stereo tracks, 4 main sound systems, 12 intermediate speakers, 1 Contaminating Machine

74 hours non-stop : 33 hours in the gallery, 41 hours on Internet broadcast and simultaneously in the gallery, without an audience....

 ";"La Contamination est (ici) Positive est une exposition uniquement d'œuvres sonores. Une machine de contamination a été programmée, elle permet la diffusion de compositions intégrales dans 4 espaces principaux de la galerie . Cette machine permet également l'écoute de la contamination entre ces compositions, contamination qui existe normalement, ici renforcée et positivement augmentée grâce au logiciel développé par Alexandre Burton (Artificiel). Les horaires détaillés des séances d’écoute sont affichés dans les espaces principaux.

La Contamination est (ici) Positive, en chiffres :

Dix compositeur(e)s, 1 programmeur de logiciel, dix compositions de +/-15 mn en 4 pistes stéréo, 4 systèmes de son principaux, 12 enceintes intermédiaires, 1 Machine à Contaminer les Sons

74 heures non stop : 33 heures en galerie, 41 heures en diffusion Internet et dans la galerie, sans public.";;;;;;;
2018;EXHIBIT;soledad en los tiempos de Netflix, La ;/EXHIBITS/2018/Felipe_Lozano;;;soledad en los tiempos de Netflix, la;;"We are used to create bonds that provide us with affection, but also with meaning: a partner, a family, a friend; whatever it is that makes us feel that we're loved, that we are being seen, or at least monitored. In that sense, even the smallest interactions always imply the possibility of giving meaning to our existence. Even if it is through a screen.

As an artist, Felipe Lozano questions the impact of technological development on effective relationships. Ironically, the tools we develop to get closer together end up isolating us even more. As individuals immersed in a neoliberal, individualistic, and meritocratic system, we live intertwined by the desire for a self-sufficient life in which we can feed our physical and emotional needs with a click.

So we attach to the company of the subjects on the screen, who exist, beyond the notions of documentary and fiction, in a showcase of affections, tutorials and products designed to appease the desire of a significand other, who is born, who loves, who doesn’t let us die alone.";"Estamos acostumbrados a crear vínculos que nos provean de afecto, pero también de significado: una pareja, un familiar, un amigo; lo que sea que nos haga sentir que somos amados, que estamos siendo vistos, o al menos monitoreados. En ese sentido, una interacción, por más mínima que sea, siempre implica la posibilidad de darle sentido a nuestra existencia. Incluso si es a través de una pantalla.

Como artista, Felipe Lozano cuestiona el impacto que tiene el desarrollo tecnológico en las relaciones afectivas. Irónicamente, las herramientas que creamos para facilitar esas interacciones terminan aislándonos más. Como individuos inmersos en un sistema neoliberal, individualista y meritocrático, vivimos atravesados por el deseo de una vida autosuficiente, en la que podamos suplir nuestras necesidades, físicas y afectivas, con un clic.

Así que nos aferramos a la compañía de los sujetos en la pantalla, que existen, más allá de las nociones de documental y ficción, en una vitrina de afectos, tutoriales y productos diseñados para apaciguar el deseo de otro, que nazca, que ame, que no nos deje morir en soledad";;;;;;;
2018;EXHIBIT;Unscrew The Locks From The Doors!;x;;;Sortilège De Libération, Un ;;"Verticale mounts an exhibition of Montreal artist Jamie Ross that features his collaborative work, bound with a queer ritual sensibility.

Parallel to his artistic practice, Ross, who is a witch, visits pagan prisoners in Corrections Services Canada institutions in Quebec, mainly at the Federal Training Centre (FTC) in the former village of St-Vincent-de-Paul in Laval, in the suburbs of Montreal. Pagan practices (like Wicca, Reclaiming and Ásatrú) have been officially recognized in Canada in the federal institutions such as Correctional Services of Canada (SCS) and the Armed Forces for a decade. However, the implementation of associated human rights policies has been irregular, notably in Quebec. As artist and chaplaincy volunteer, he is interested in how witches and other practitioners negotiate and resist legitimization through the State.
The artist is interested in minority religious expression in Québécois and Canadian art history, particularly in the current climate of intolerance towards certain religious faiths.
";"Verticale présente un projet d’art action et d’exposition de l’artiste montréalais Jamie Ross, qui donne à voir de nouvelles œuvres collaboratives, unies par une sensibilité ritualiste queer.

En parallèle de sa pratique artistique, Ross, qui est un sorcier, visite de manière bénévole les détenus du Service correctionnel canadien de croyances païennes, principalement au Centre fédéral de formation (CFF), dans le quartier Saint-Vincent-de-Paul, à Laval.

Depuis plus d’une décennie, des pratiques païennes (comme le Wicca, le Reclaiming et l’Ásatrú) sont reconnues officiellement au Canada par des institutions fédérales dont le Service correctionnel du Canada et les Forces armées canadiennes. Cependant, l’implémentation des politiques associées relatives aux droits de l’homme s’effectue de façon insuffisante, notamment au Québec. En tant qu’artiste et que bénévole en aumônerie, Jamie Ross s’intéresse aux stratégies déployées par les sorcières, sorciers et autres praticiens afin de négocier, ou de résister à, cette reconnaissance par l’État.

L’artiste s’intéresse à l’expression des minorités religieuses dans l’art québécois et canadien, particulièrement dans le climat actuel marqué par une intolérance envers certaines croyances religieuses.
";;;;;;;
